ts_code,name,industry
688607.SH,康众医疗,医疗保健
688630.SH,芯碁微装,专用机械
688350.SH,富淼科技,化工原料
688619.SH,罗普特,软件服务
688680.SH,海优新材,塑料
688679.SH,通源环境,环境保护
601995.SH,中金公司,证券
688686.SH,奥普特,电器仪表
688678.SH,福立旺,元器件
688616.SH,西力科技,电器仪表
003038.SZ,鑫铂股份,铝
001206.SZ,依依股份,造纸
605507.SH,国邦医药,化学制药
605056.SH,咸亨国际,电器仪表
688618.SH,三旺通信,通信设备
688628.SH,优利德,电器仪表
688689.SH,银河微电,半导体
688067.SH,爱威科技,医疗保健
688131.SH,皓元医药,化学制药
688687.SH,凯因科技,生物制药
688063.SH,派能科技,电气设备
688305.SH,科德数控,机床制造
688183.SH,生益电子,元器件
688606.SH,奥泰生物,医疗保健
601399.SH,国机重装,工程机械
688082.SH,盛美上海,半导体
688171.SH,纬德信息,软件服务
688317.SH,之江生物,医疗保健
688633.SH,星球石墨,专用机械
688626.SH,翔宇医疗,医疗保健
688981.SH,中芯国际,半导体
688636.SH,智明达,元器件
688329.SH,艾隆科技,专用机械
688661.SH,和林微纳,元器件
688075.SH,安旭生物,医疗保健
688609.SH,九联科技,家用电器
688315.SH,诺禾致源,医疗保健
688667.SH,菱电电控,汽车配件
605020.SH,永和股份,化工原料
688625.SH,呈和科技,化工原料
688468.SH,科美诊断,医疗保健
688345.SH,博力威,电气设备
688314.SH,康拓医疗,医疗保健
688733.SH,壹石通,矿物制品
688639.SH,华恒生物,化学制药
688565.SH,力源科技,环境保护
688662.SH,富信科技,元器件
688226.SH,威腾电气,电气设备
688260.SH,昀冢科技,元器件
688161.SH,威高骨科,医疗保健
003042.SZ,中农联合,农药化肥
605566.SH,福莱蒽特,染料涂料
603216.SH,梦天家居,家居用品
688789.SH,宏华数科,专用机械
688425.SH,铁建重工,工程机械
688683.SH,莱尔科技,元器件
688533.SH,上声电子,汽车配件
688076.SH,ST诺泰,生物制药
688682.SH,霍莱沃,软件服务
688690.SH,纳微科技,化工原料
688148.SH,芳源股份,电气设备
688517.SH,金冠电气,电气设备
688132.SH,邦彦技术,通信设备
688269.SH,凯立新材,化工原料
688456.SH,有研粉材,铜
688660.SH,电气风电,电气设备
688611.SH,杭州柯林,电气设备
688613.SH,奥精医疗,医疗保健
688584.SH,上海合晶,半导体
605365.SH,立达信,家用电器
001215.SZ,千味央厨,食品
605488.SH,福莱新材,塑料
301181.SZ,标榜股份,汽车配件
001207.SZ,联科科技,化工原料
605167.SH,利柏特,建筑工程
601921.SH,浙版传媒,出版业
001202.SZ,炬申股份,仓储物流
688501.SH,青达环保,环境保护
688147.SH,微导纳米,专用机械
688280.SH,精进电动-UW,汽车配件
688663.SH,新风光,电气设备
688217.SH,睿昂基因,医疗保健
688395.SH,正弦电气,机械基件
688112.SH,鼎阳科技,电器仪表
688319.SH,欧林生物,生物制药
688059.SH,华锐精密,机械基件
688117.SH,圣诺生物,生物制药
688239.SH,航宇科技,航空
688793.SH,倍轻松,家用电器
688799.SH,华纳药厂,化学制药
688216.SH,气派科技,半导体
688323.SH,瑞华泰,塑料
603511.SH,爱慕股份,服饰
605259.SH,绿田机械,农用机械
001269.SZ,欧晶科技,矿物制品
688681.SH,科汇股份,电气设备
688201.SH,信安世纪,软件服务
688113.SH,联测科技,专用机械
688700.SH,东威科技,专用机械
688509.SH,正元地信,软件服务
688786.SH,悦安新材,小金属
688685.SH,迈信林,航空
688227.SH,品高股份,软件服务
688182.SH,灿勤科技,通信设备
688355.SH,明志科技,机械基件
300983.SZ,尤安设计,建筑工程
301022.SZ,海泰科,专用机械
301037.SZ,保立佳,染料涂料
300985.SZ,致远新能,汽车配件
301052.SZ,果麦文化,出版业
301016.SZ,雷尔伟,运输设备
300995.SZ,奇德新材,塑料
300984.SZ,金沃股份,机械基件
001205.SZ,盛航股份,水运
001213.SZ,中铁特货,铁路
001219.SZ,青岛食品,食品
001212.SZ,中旗新材,其他建材
600955.SH,维远股份,化工原料
603107.SH,上海汽配,汽车配件
001217.SZ,华尔泰,化工原料
605588.SH,冠石科技,元器件
605555.SH,德昌股份,家用电器
605598.SH,上海港湾,建筑工程
001211.SZ,双枪科技,家居用品
605138.SH,盛泰集团,服饰
001288.SZ,运机集团,专用机械
001208.SZ,华菱线缆,电气设备
603836.SH,海程邦达,仓储物流
001209.SZ,洪兴股份,服饰
605580.SH,恒盛能源,供气供热
300969.SZ,恒帅股份,汽车配件
301069.SZ,凯盛新材,化工原料
301033.SZ,迈普医学,医疗保健
301169.SZ,零点有数,文教休闲
300976.SZ,达瑞电子,元器件
301099.SZ,雅创电子,元器件
301093.SZ,华兰股份,医疗保健
300979.SZ,华利集团,服饰
301027.SZ,华蓝集团,建筑工程
301009.SZ,可靠股份,造纸
301043.SZ,绿岛风,机械基件
300990.SZ,同飞股份,专用机械
301059.SZ,金三江,化工原料
301013.SZ,利和兴,专用机械
300957.SZ,贝泰妮,日用化工
301001.SZ,凯淳股份,互联网
300989.SZ,蕾奥规划,建筑工程
301066.SZ,万事利,纺织
301004.SZ,嘉益股份,家居用品
300854.SZ,中兰环保,环境保护
301198.SZ,喜悦智行,塑料
300992.SZ,泰福泵业,机械基件
301077.SZ,星华新材,化工原料
300980.SZ,祥源新材,塑料
300844.SZ,山水比德,建筑工程
301065.SZ,本立科技,化学制药
301082.SZ,久盛电气,电气设备
301055.SZ,张小泉,家居用品
301040.SZ,中环海陆,机械基件
301019.SZ,宁波色母,塑料
301067.SZ,显盈科技,元器件
301070.SZ,开勒股份,机械基件
301061.SZ,匠心家居,家居用品
688728.SH,格科微,半导体
301336.SZ,趣睡科技,家居用品
301003.SZ,江苏博云,塑料
301152.SZ,天力锂能,小金属
301060.SZ,兰卫医学,医疗保健
300991.SZ,创益通,元器件
300814.SZ,中富电路,元器件
301185.SZ,鸥玛软件,软件服务
301120.SZ,新特电气,电气设备
301108.SZ,洁雅股份,日用化工
301159.SZ,三维天地,软件服务
300988.SZ,津荣天宇,机械基件
301118.SZ,恒光股份,化工原料
300971.SZ,博亚精工,机械基件
301031.SZ,中熔电气,电气设备
301049.SZ,超越科技,环境保护
301072.SZ,中捷精工,汽车配件
301089.SZ,拓新药业,化学制药
301085.SZ,亚康股份,软件服务
301078.SZ,孩子王,其他商业
301129.SZ,瑞纳智能,电器仪表
688071.SH,华依科技,专用机械
301231.SZ,荣信文化,出版业
301012.SZ,扬电科技,电气设备
301149.SZ,隆华新材,化工原料
301057.SZ,汇隆新材,化纤
301005.SZ,超捷股份,汽车配件
301053.SZ,远信工业,专用机械
301133.SZ,金钟股份,汽车配件
301128.SZ,强瑞技术,专用机械
301008.SZ,宏昌科技,家用电器
301041.SZ,金百泽,元器件
301119.SZ,正强股份,汽车配件
301056.SZ,森赫股份,运输设备
301087.SZ,可孚医疗,医疗保健
301126.SZ,达嘉维康,医药商业
301188.SZ,力诺药包,玻璃
301193.SZ,家联科技,家居用品
301038.SZ,深水规院,建筑工程
301362.SZ,民爆光电,电气设备
688601.SH,力芯微,半导体
301101.SZ,明月镜片,文教休闲
688087.SH,英科再生,环境保护
301071.SZ,力量钻石,矿物制品
301345.SZ,涛涛车业,摩托车
301058.SZ,中粮科工,建筑工程
301259.SZ,艾布鲁,环境保护
301083.SZ,百胜智能,专用机械
301166.SZ,优宁维,医药商业
301050.SZ,雷电微力,航空
301234.SZ,五洲医疗,医疗保健
301398.SZ,星源卓镁,汽车配件
301370.SZ,国科恒泰,医药商业
301298.SZ,东利机械,汽车配件
301032.SZ,新柴股份,工程机械
301103.SZ,何氏眼科,医疗保健
301100.SZ,风光股份,化工原料
301112.SZ,信邦智能,专用机械
688655.SH,迅捷兴,元器件
688232.SH,新点软件,软件服务
301090.SZ,华润材料,化工原料
301186.SZ,超达装备,专用机械
301180.SZ,万祥科技,元器件
301091.SZ,深城交,建筑工程
301039.SZ,中集车辆,汽车整车
301239.SZ,普瑞眼科,医疗保健
301138.SZ,华研精机,专用机械
301079.SZ,邵阳液压,机械基件
300994.SZ,久祺股份,文教休闲
301178.SZ,天亿马,软件服务
301088.SZ,戎美股份,服饰
301267.SZ,华厦眼科,医疗保健
301111.SZ,粤万年青,中成药
301045.SZ,天禄科技,元器件
688766.SH,普冉股份,半导体
688778.SH,厦钨新能,电气设备
688502.SH,茂莱光学,元器件
688597.SH,煜邦电力,电器仪表
688091.SH,上海谊众,化学制药
301046.SZ,能辉科技,建筑工程
301092.SZ,争光股份,化工原料
688359.SH,三孚新科,化工原料
688276.SH,百克生物,生物制药
301148.SZ,嘉戎技术,环境保护
688538.SH,和辉光电-U,半导体
301047.SZ,义翘神州,生物制药
688621.SH,阳光诺和,医疗保健
688246.SH,嘉和美康,软件服务
688367.SH,工大高科,运输设备
605599.SH,菜百股份,服饰
688038.SH,中科通达,软件服务
688303.SH,大全能源,电气设备
301665.SZ,泰禾股份,农药化肥
688306.SH,均普智能,专用机械
301131.SZ,聚赛龙,塑料
688718.SH,唯赛勃,塑料
688110.SH,东芯股份,半导体
301296.SZ,新巨丰,广告包装
688376.SH,美埃科技,专用机械
301121.SZ,紫建电子,电气设备
301063.SZ,海锅股份,电气设备
688701.SH,卓锦股份,环境保护
301228.SZ,实朴检测,电器仪表
688716.SH,中研股份,化工原料
688798.SH,艾为电子,半导体
688385.SH,复旦微电,半导体
301331.SZ,恩威医药,中成药
301160.SZ,翔楼新材,机械基件
301219.SZ,腾远钴业,小金属
301102.SZ,兆讯传媒,广告包装
301075.SZ,多瑞医药,化学制药
301213.SZ,观想科技,软件服务
301187.SZ,欧圣电气,家用电器
301232.SZ,飞沃科技,机械基件
603213.SH,镇洋发展,化工原料
688296.SH,和达科技,软件服务
301080.SZ,百普赛斯,生物制药
301123.SZ,奕东电子,元器件
301048.SZ,金鹰重工,运输设备
688722.SH,同益中,化纤
688767.SH,博拓生物,医疗保健
301222.SZ,浙江恒威,电气设备
301177.SZ,迪阿股份,服饰
301139.SZ,元道通信,通信设备
688776.SH,国光电气,元器件
688511.SH,*ST天微,元器件
301201.SZ,诚达药业,生物制药
301211.SZ,亨迪药业,化学制药
301086.SZ,鸿富瀚,元器件
301257.SZ,普蕊斯,医疗保健
688120.SH,华海清科,半导体
301167.SZ,建研设计,建筑工程
301179.SZ,泽宇智能,软件服务
688768.SH,容知日新,电器仪表
688486.SH,龙迅股份,半导体
688670.SH,金迪克,生物制药
605577.SH,龙版传媒,出版业
688775.SH,影石创新,IT设备
301382.SZ,蜂助手,互联网
688257.SH,新锐股份,机械基件
301110.SZ,青木科技,互联网
688772.SH,珠海冠宇,电气设备
301158.SZ,德石股份,专用机械
300834.SZ,星辉环材,化工原料
301113.SZ,雅艺科技,家居用品
301265.SZ,华新科技,环境保护
301150.SZ,中一科技,电气设备
301096.SZ,百诚医药,医疗保健
301127.SZ,武汉天源,环境保护
301136.SZ,招标股份,建筑工程
605033.SH,美邦股份,农药化肥
301339.SZ,通行宝,IT设备
301196.SZ,唯科科技,专用机械
301162.SZ,国能日新,软件服务
688211.SH,中科微至,专用机械
301338.SZ,凯格精机,专用机械
301155.SZ,海力风电,电气设备
301117.SZ,佳缘科技,软件服务
688259.SH,创耀科技,半导体
301189.SZ,奥尼电子,IT设备
301217.SZ,铜冠铜箔,元器件
688255.SH,凯尔达,机械基件
688553.SH,汇宇制药-W,化学制药
688327.SH,云从科技-UW,软件服务
301248.SZ,杰创智能,软件服务
301207.SZ,华兰疫苗,生物制药
301135.SZ,瑞德智能,元器件
605567.SH,春雪食品,食品
688114.SH,华大智造,医疗保健
301233.SZ,盛帮股份,汽车配件
301439.SZ,泓淋电力,电气设备
688343.SH,云天励飞-U,软件服务
001317.SZ,三羊马,铁路
001234.SZ,泰慕士,服饰
603280.SH,南方路机,工程机械
301109.SZ,军信股份,环境保护
603071.SH,物产环能,批发业
301212.SZ,联盛化学,化工原料
688220.SH,翱捷科技-U,半导体
301282.SZ,金禄电子,元器件
301330.SZ,熵基科技,IT设备
688103.SH,国力电子,元器件
688282.SH,理工导航,通信设备
688062.SH,迈威生物-U,生物制药
301500.SZ,飞南资源,环境保护
688265.SH,南模生物,医疗保健
688800.SH,瑞可达,元器件
301165.SZ,锐捷网络,通信设备
301216.SZ,万凯新材,化工原料
301381.SZ,赛维时代,互联网
301163.SZ,宏德股份,电气设备
601956.SH,东贝集团,家用电器
688119.SH,中钢洛耐,其他建材
688285.SH,高铁电气,运输设备
301206.SZ,三元生物,食品
688711.SH,宏微科技,半导体
688236.SH,春立医疗,医疗保健
301122.SZ,采纳股份,医疗保健
688102.SH,斯瑞新材,铜
688105.SH,诺唯赞,生物制药
301256.SZ,华融化学,化工原料
301313.SZ,凡拓数创,文教休闲
688212.SH,澳华内镜,医疗保健
688151.SH,华强科技,医疗保健
301229.SZ,纽泰格,汽车配件
301373.SZ,凌玮科技,化工原料
688162.SH,巨一科技,专用机械
301268.SZ,铭利达,机械基件
688210.SH,统联精密,元器件
603402.SH,陕西旅游,旅游景点
301218.SZ,华是科技,软件服务
301279.SZ,金道科技,工程机械
301238.SZ,瑞泰新材,化工原料
301137.SZ,哈焊华通,机械基件
301227.SZ,森鹰窗业,家居用品
301125.SZ,腾亚精工,机械基件
301175.SZ,中科环保,环境保护
688032.SH,禾迈股份,电气设备
688187.SH,时代电气,运输设备
688262.SH,国芯科技,半导体
688737.SH,中自科技,汽车配件
301106.SZ,骏成科技,元器件
301293.SZ,三博脑科,医疗保健
301215.SZ,中汽股份,汽车服务
301366.SZ,一博科技,元器件
301235.SZ,华康洁净,医疗保健
301349.SZ,信德新材,化工原料
688049.SH,炬芯科技,半导体
603122.SH,合富中国,医药商业
688697.SH,纽威数控,机床制造
301276.SZ,嘉曼服饰,服饰
301221.SZ,光庭信息,软件服务
301367.SZ,瑞迈特,医疗保健
301270.SZ,汉仪股份,软件服务
301161.SZ,唯万密封,工程机械
301262.SZ,海看股份,影视音像
688707.SH,振华新材,电气设备
688272.SH,富吉瑞,元器件
688121.SH,卓然股份,专用机械
688235.SH,百济神州-U,生物制药
003041.SZ,真爱美家,纺织
603230.SH,内蒙新华,出版业
301107.SZ,瑜欣电子,机械基件
688167.SH,炬光科技,元器件
301236.SZ,软通动力,软件服务
600927.SH,永安期货,多元金融
603176.SH,汇通集团,建筑工程
603048.SH,浙江黎明,汽车配件
301319.SZ,唯特偶,元器件
301300.SZ,远翔新材,化工原料
301230.SZ,泓博医药,生物制药
688192.SH,迪哲医药-U,生物制药
301183.SZ,东田微,元器件
688225.SH,亚信安全,软件服务
301318.SZ,维海德,IT设备
688197.SH,首药控股-U,化学制药
301223.SZ,中荣股份,广告包装
688349.SH,三一重能,电气设备
301468.SZ,博盈特焊,专用机械
688230.SH,芯导科技,半导体
688190.SH,云路股份,矿物制品
688382.SH,益方生物-U,生物制药
301363.SZ,美好医疗,医疗保健
301097.SZ,天益医疗,医疗保健
688281.SH,华秦科技,航空
301283.SZ,聚胶股份,日用化工
601059.SH,信达证券,证券
601728.SH,中国电信,电信运营
603215.SH,比依股份,家用电器
688045.SH,必易微,半导体
688107.SH,安路科技,半导体
603209.SH,兴通股份,水运
301312.SZ,智立方,专用机械
301408.SZ,华人健康,医药商业
301288.SZ,*ST清研,环境保护
688332.SH,中科蓝讯,半导体
301156.SZ,美农生物,饲料
688249.SH,晶合集成,半导体
301326.SZ,捷邦科技,元器件
301314.SZ,科瑞思,元器件
688175.SH,高凌信息,通信设备
688237.SH,超卓航科,航空
603219.SH,富佳股份,家用电器
603132.SH,金徽股份,铅锌
688247.SH,宣泰医药,化学制药
688302.SH,海创药业-U,生物制药
301200.SZ,大族数控,专用机械
301260.SZ,格力博,专用机械
301379.SZ,天山电子,元器件
688173.SH,希荻微,半导体
301357.SZ,北方长龙,专用机械
688176.SH,亚虹医药-U,化学制药
301157.SZ,华塑科技,电气设备
301132.SZ,满坤科技,元器件
688053.SH,ST思科瑞,元器件
688052.SH,纳芯微,半导体
603070.SH,万控智造,电气设备
603182.SH,嘉华股份,食品
001268.SZ,联合精密,机械基件
301399.SZ,英特科技,机械基件
301322.SZ,绿通科技,摩托车
301413.SZ,安培龙,电器仪表
301209.SZ,联合化学,染料涂料
688234.SH,天岳先进,半导体
001258.SZ,立新能源,新型电力
603237.SH,五芳斋,食品
301317.SZ,鑫磊股份,机械基件
688283.SH,坤恒顺维,电器仪表
301308.SZ,江波龙,半导体
300804.SZ,广康生化,农药化肥
301486.SZ,致尚科技,元器件
688238.SH,和元生物,医疗保健
688248.SH,南网科技,电气设备
688209.SH,英集芯,半导体
301359.SZ,东南电子,元器件
301355.SZ,南王科技,广告包装
301320.SZ,豪江智能,电气设备
688337.SH,普源精电,电器仪表
301289.SZ,国缆检测,电器仪表
301365.SZ,矩阵股份,建筑工程
301328.SZ,维峰电子,元器件
688150.SH,莱特光电,元器件
688253.SH,英诺特,医疗保健
688267.SH,中触媒,化工原料
301195.SZ,北路智控,软件服务
301429.SZ,森泰股份,其他建材
688193.SH,仁度生物,医疗保健
301311.SZ,昆船智能,机械基件
688261.SH,东微半导,半导体
301567.SZ,贝隆精密,元器件
301387.SZ,光大同创,元器件
301205.SZ,联特科技,通信设备
688153.SH,唯捷创芯,半导体
688401.SH,路维光电,半导体
688331.SH,荣昌生物,生物制药
688292.SH,浩瀚深度,通信设备
301309.SZ,万得凯,机械基件
301269.SZ,华大九天,半导体
301551.SZ,无线传媒,影视音像
001311.SZ,多利科技,汽车配件
001298.SZ,好上好,元器件
603418.SH,友升股份,汽车配件
603325.SH,博隆技术,化工机械
001230.SZ,劲旅环境,环境保护
001309.SZ,德明利,半导体
001318.SZ,阳光乳业,乳制品
688207.SH,格灵深瞳,软件服务
688279.SH,峰岹科技,半导体
301332.SZ,德尔玛,家用电器
603051.SH,鹿山新材,塑料
001323.SZ,慕思股份,家居用品
001259.SZ,利仁科技,家用电器
001228.SZ,永泰运,仓储物流
001283.SZ,豪鹏科技,电气设备
001308.SZ,康冠科技,元器件
001266.SZ,宏英智能,电器仪表
688400.SH,凌云光,专用机械
688362.SH,甬矽电子,半导体
688320.SH,禾川科技,电器仪表
688295.SH,中复神鹰,化纤
688048.SH,长光华芯,半导体
301519.SZ,舜禹股份,专用机械
301327.SZ,华宝新能,电气设备
301281.SZ,科源制药,化学制药
301361.SZ,众智科技,电气设备
688380.SH,中微半导,半导体
688325.SH,赛微微电,半导体
688206.SH,概伦电子,半导体
688729.SH,屹唐股份,半导体
688522.SH,纳睿雷达,通信设备
688170.SH,德龙激光,专用机械
301115.SZ,联检科技,建筑工程
301105.SZ,鸿铭股份,专用机械
001338.SZ,永顺泰,啤酒
001222.SZ,源飞宠物,文教休闲
001336.SZ,楚环科技,专用机械
001226.SZ,拓山重工,工程机械
001231.SZ,农心科技,农药化肥
603272.SH,联翔股份,家居用品
603097.SH,江苏华辰,电气设备
603173.SH,福斯达,机械基件
603061.SH,金海通,半导体
688213.SH,思特威-W,半导体
688223.SH,晶科能源,电气设备
688273.SH,麦澜德,医疗保健
688472.SH,阿特斯,电气设备
688047.SH,龙芯中科,半导体
688231.SH,隆达股份,航空
688479.SH,友车科技,软件服务
688485.SH,九州一轨,运输设备
688420.SH,美腾科技,专用机械
301337.SZ,亚华电子,软件服务
301303.SZ,真兰仪表,电器仪表
301566.SZ,达利凯普,元器件
301315.SZ,威士顿,软件服务
301323.SZ,新莱福,橡胶
301396.SZ,宏景科技,软件服务
301277.SZ,新天地,化学制药
688322.SH,奥比中光-UW,元器件
688270.SH,臻镭科技,半导体
688251.SH,井松智能,专用机械
688348.SH,昱能科技,电气设备
688370.SH,丛麟科技,环境保护
688252.SH,天德钰,半导体
688503.SH,聚和材料,电气设备
688125.SH,安达智能,专用机械
688326.SH,经纬恒润-W,汽车配件
301376.SZ,致欧科技,家居用品
301377.SZ,鼎泰高科,机械基件
301297.SZ,富乐德,半导体
688244.SH,永信至诚,软件服务
688351.SH,微电生理,医疗保健
688115.SH,思林杰,电器仪表
688046.SH,药康生物,生物制药
688455.SH,科捷智能,机械基件
688290.SH,景业智能,专用机械
688353.SH,华盛锂电,化工原料
301360.SZ,荣旗科技,专用机械
300904.SZ,威力传动,电气设备
301456.SZ,盘古智能,电气设备
301278.SZ,快可电子,电气设备
301489.SZ,思泉新材,元器件
301246.SZ,宏源药业,化学制药
301448.SZ,开创电气,机械基件
301151.SZ,冠龙节能,机械基件
301488.SZ,豪恩汽电,汽车配件
603191.SH,望变电气,电气设备
603235.SH,天新药业,化学制药
603211.SH,晋拓股份,汽车配件
603201.SH,常润股份,汽车配件
603206.SH,嘉环科技,通信设备
601089.SH,福元医药,化学制药
603057.SH,紫燕食品,食品
603170.SH,宝立食品,食品
001322.SZ,箭牌家居,家居用品
001301.SZ,尚太科技,电气设备
001339.SZ,智微智能,IT设备
001314.SZ,亿道信息,元器件
001316.SZ,润贝航科,批发业
001270.SZ,*ST铖昌,半导体
001238.SZ,浙江正特,家居用品
001260.SZ,坤泰股份,汽车配件
603190.SH,亚通精工,汽车配件
603291.SH,联合水务,水务
603151.SH,邦基科技,饲料
603163.SH,圣晖集成,建筑工程
001300.SZ,三柏硕,文教休闲
001319.SZ,铭科精技,汽车配件
001331.SZ,胜通能源,供气供热
001255.SZ,博菲电气,电气设备
001366.SZ,播恩集团,饲料
001229.SZ,魅视科技,IT设备
301197.SZ,工大科雅,软件服务
301389.SZ,隆扬电子,元器件
301273.SZ,瑞晨环保,机械基件
301306.SZ,西测测试,航空
301368.SZ,丰立智能,机械基件
301307.SZ,美利信,通信设备
301356.SZ,天振股份,家居用品
301388.SZ,欣灵电气,电气设备
301397.SZ,溯联股份,汽车配件
301316.SZ,慧博云通,软件服务
301255.SZ,通力科技,机械基件
301280.SZ,珠城科技,元器件
301526.SZ,国际复材,玻璃
301329.SZ,信音电子,元器件
301386.SZ,未来电器,电气设备
301516.SZ,中远通,电气设备
301369.SZ,联动科技,半导体
301272.SZ,英华特,专用机械
301095.SZ,广立微,半导体
301170.SZ,锡南科技,汽车配件
301378.SZ,通达海,软件服务
301325.SZ,曼恩斯特,专用机械
301290.SZ,东星医疗,医疗保健
301305.SZ,朗坤科技,环境保护
301285.SZ,鸿日达,元器件
301558.SZ,三态股份,互联网
301292.SZ,海科新源,化工原料
301555.SZ,惠柏新材,化工原料
688072.SH,拓荆科技,半导体
603153.SH,上海建科,建筑工程
603255.SH,鼎际得,化工原料
001216.SZ,华瓷股份,家居用品
301391.SZ,卡莱特,IT设备
001400.SZ,江顺科技,专用机械
001333.SZ,光华股份,化工原料
600941.SH,中国移动,电信运营
301301.SZ,川宁生物,化学制药
301176.SZ,逸豪新材,元器件
301225.SZ,恒勃股份,汽车配件
301371.SZ,敷尔佳,日用化工
920964.BJ,润农节水,建筑工程
920418.BJ,苏轴股份,汽车配件
920198.BJ,微创光电,IT设备
920149.BJ,旭杰科技,建筑工程
920184.BJ,国源科技,软件服务
920185.BJ,贝特瑞,化工原料
920163.BJ,方大新材,塑料
920729.BJ,永顺生物,农业综合
920640.BJ,富士达,通信设备
920242.BJ,建邦科技,汽车配件
920167.BJ,同享科技,小金属
920266.BJ,生物谷,中成药
920961.BJ,创远信科,电器仪表
920278.BJ,鹿得医疗,医疗保健
920021.BJ,流金科技,影视音像
920415.BJ,恒拓开源,软件服务
920475.BJ,三友科技,专用机械
920799.BJ,艾融软件,软件服务
920489.BJ,佳先股份,化工原料
920946.BJ,森萱医药,化学制药
920370.BJ,新安洁,环境保护
920819.BJ,颖泰生物,农药化肥
920077.BJ,吉林碳谷,化纤
920682.BJ,球冠电缆,电气设备
920305.BJ,*ST云创,软件服务
920174.BJ,五新隧装,工程机械
920010.BJ,凯添燃气,供气供热
920445.BJ,龙竹科技,家居用品
920039.BJ,国义招标,建筑工程
920368.BJ,连城数控,专用机械
920642.BJ,通易航天,航空
920508.BJ,殷图网联,电气设备
920263.BJ,中航泰达,环境保护
920566.BJ,梓橦宫,化学制药
920433.BJ,大唐药业,中成药
920090.BJ,同辉信息,IT设备
920839.BJ,万通液压,工程机械
920553.BJ,凯腾精工,专用机械
920146.BJ,华阳变速,汽车配件
920885.BJ,星辰科技,电器仪表
920765.BJ,美之高,家居用品
920768.BJ,拾比佰,家用电器
920212.BJ,智新电子,元器件
920726.BJ,朱老六,食品
920523.BJ,德瑞锂电,电气设备
920225.BJ,利通科技,橡胶
920832.BJ,齐鲁华信,化工原料
920599.BJ,同力股份,工程机械
920735.BJ,德源药业,化学制药
920239.BJ,长虹能源,电气设备
920427.BJ,华维设计,建筑工程
920275.BJ,驱动力,农业综合
920826.BJ,盖世食品,食品
920509.BJ,同惠电子,电器仪表
920344.BJ,三元基因,生物制药
920510.BJ,丰光精密,机械基件
920675.BJ,秉扬科技,矿物制品
920856.BJ,浩淼科技,专用机械
920000.BJ,安徽凤凰,汽车配件
920670.BJ,数字人,软件服务
920030.BJ,德众汽车,汽车服务
920047.BJ,诺思兰德,生物制药
920396.BJ,常辅股份,电器仪表
688428.SH,诺诚健华,生物制药
001376.SZ,百通能源,供气供热
603052.SH,可川科技,元器件
301353.SZ,普莱得,专用机械
601022.SH,宁波远洋,水运
603065.SH,宿迁联盛,化工原料
301141.SZ,中科磁业,矿物制品
688297.SH,中无人机,航空
688375.SH,国博电子,元器件
688203.SH,海正生材,塑料
601868.SH,中国能建,建筑工程
688615.SH,合合信息,软件服务
601136.SH,首创证券,证券
603130.SH,云中马,纺织
603072.SH,天和磁材,矿物制品
001223.SZ,欧克科技,专用机械
001256.SZ,炜冈科技,轻工机械
301210.SZ,金杨精密,电气设备
301358.SZ,湖南裕能,电气设备
920089.BJ,禾昌聚合,塑料
920092.BJ,汉鑫科技,软件服务
920924.BJ,广脉科技,通信设备
920405.BJ,海希通讯,电器仪表
920145.BJ,恒合股份,环境保护
920892.BJ,广咨国际,建筑工程
920925.BJ,锦好医疗,医疗保健
688371.SH,菲沃泰,元器件
688426.SH,康为世纪,生物制药
301520.SZ,万邦医药,生物制药
301202.SZ,朗威股份,机械基件
603281.SH,江瀚新材,化工原料
600925.SH,苏能股份,煤炭开采
001388.SZ,信通电子,电气设备
001337.SZ,四川黄金,黄金
688205.SH,德科立,通信设备
688035.SH,德邦科技,半导体
301252.SZ,同星科技,机械基件
688416.SH,恒烁股份,半导体
001225.SZ,和泰机电,专用机械
688130.SH,晶华微,半导体
301295.SZ,美硕科技,电气设备
920932.BJ,科达自控,软件服务
920171.BJ,志晟信息,软件服务
920454.BJ,同心传动,汽车配件
920873.BJ,中设咨询,建筑工程
920260.BJ,中寰股份,专用机械
920720.BJ,吉冈精密,机械基件
920436.BJ,大地电气,汽车配件
920981.BJ,晶赛科技,元器件
603073.SH,彩蝶实业,纺织
603307.SH,扬州金泉,文教休闲
688410.SH,山外山,医疗保健
001368.SZ,通达创智,文教休闲
688403.SH,汇成股份,半导体
688373.SH,盟科药业-U,化学制药
688041.SH,海光信息,半导体
301321.SZ,翰博高新,元器件
301192.SZ,泰祥股份,汽车配件
688287.SH,*ST观典,航空
001267.SZ,汇绿生态,通信设备
301287.SZ,康力源,文教休闲
001358.SZ,兴欣新材,化工原料
600938.SH,中国海油,石油开采
688291.SH,金橙子,软件服务
920533.BJ,骏创科技,汽车配件
920689.BJ,克莱特,专用机械
920419.BJ,路斯股份,饲料
920152.BJ,昆工科技,小金属
920299.BJ,灿能电力,电气设备
920245.BJ,威博液压,机械基件
920564.BJ,天润科技,软件服务
920857.BJ,泓禧科技,元器件
920821.BJ,则成电子,元器件
920580.BJ,科创新材,其他建材
920346.BJ,威贸电子,元器件
920204.BJ,沪江材料,塑料
920834.BJ,三维装备,塑料
920970.BJ,大禹生物,饲料
688506.SH,百利天恒,化学制药
301528.SZ,多浦乐,电器仪表
920046.BJ,亿能电力,电气设备
920169.BJ,七丰精工,机械基件
